user,gender,dob,height_cm,weight_kg,currentlocation,sweats,coldhf,exercise
FN3703yn,M,1995/11/16,187,66.4,"Sucre, Bolivia",N,N,A couple of times per week
Oy2217Or,M,1983/05/22,176,58.9,"New York City, United States",Y,Y,A couple of times per week
Xh2237mt,M,1995/10/03,168,59.3,"Beijing, China",Y,N,Every other day
Fv9832RL,M,2003/03/09,184,77.9,"Salta, Argentina",N,Y,Every other day
Aj9765vP,M,1995/12/25,183,73.7,"Johannesburg, South Africa",N,Y,A couple of times per week
jy2613go,M,1993/01/09,169,62.8,"Punta Arenas, Chile",Y,Y,A couple of times per week
Vq8470yn,M,1991/02/08,179,70.5,"Kabul, Afghanistan",N,N,1 or 2 times per month
Fz2486HG,M,2001/03/19,180,51.8,"Dubai, United Arab Emirates",Y,Y,A couple of times per week
BB9127IM,M,1989/06/16,181,52.4,"Istanbul, Turkey",Y,Y,A couple of times per week
QC2848jh,M,2001/08/14,174,63.6,"Beijing, China",Y,Y,Once per week
fy3813Mk,M,2001/03/21,184,67.7,"Brazzaville, DR Congo",N,Y,1 or 2 times per month
Jz6313kt,M,1993/09/14,176,74.3,"Cairo, Egypt",Y,Y,A couple of times per week
Wl9599Ng,M,1998/11/19,180,58.3,"Surat, India",Y,Y,A couple of times per week
up4409kC,M,2006/07/06,180,61.6,"El Calafate, Argentina",N,Y,Never
HY7848Ov,M,1998/10/16,184,67.7,"Nice, France",Y,N,Every other day
Sk5122ry,M,2005/02/07,179,70.5,"Singapore, Singapore",Y,Y,Every day
Cm1994Gn,M,1994/11/12,177,65.8,"Brisbane, Australia",Y,Y,A couple of times per week
IS5150vo,M,1997/05/22,183,77.0,"Addis Ababa, Ethiopia",Y,N,A couple of times per week
fz8363zA,M,2006/10/06,178,69.7,"Valparaiso, Chile",N,N,A couple of times per week
gy7145Is,M,1996/08/19,176,83.6,"Salta, Argentina",N,Y,1 or 2 times per month
RF7002db,M,1998/08/18,186,69.2,"Christchurch, New Zealand",Y,Y,A couple of times per week
SQ7593hT,M,2000/11/21,182,99.4,"Mexico City, Mexico",Y,Y,Once per week
Of5179KI,M,1995/08/08,177,59.5,"Heraklion, Greece",Y,Y,A couple of times per week
EH3786fu,M,2002/04/12,175,67.4,"Cancun, Mexico",Y,Y,Every other day
kh6241NQ,M,1986/08/27,179,67.3,"Yangon, Myanmar",N,N,A couple of times per week
Rn8293AQ,M,1992/11/06,180,77.8,"Benin City, Nigeria",Y,N,Every day
ZR1939xq,M,1983/03/04,179,67.3,"El Calafate, Argentina",N,Y,Once per week
Ta5813GK,M,1996/08/24,179,70.5,"Cape Town, South Africa",Y,Y,Once per week
IZ5751pd,M,1991/06/10,175,73.5,"Manila, Philippines",Y,Y,Every other day
dr1241If,M,1986/10/23,179,60.9,"Kyoto, Japan",N,Y,Every other day
lz5182Md,M,1997/09/20,184,74.5,"Arequipa, Peru",N,Y,Every other day
wX3927xf,M,1998/10/16,182,69.6,"Rhodes, Greece",N,Y,Every other day
Ff5463Si,M,1983/01/29,175,70.4,"Medellin, Colombia",Y,N,Once per week
nB2697Vh,M,1992/05/18,163,63.8,"Mexico City, Mexico",Y,Y,A couple of times per week
PC7042rE,M,1992/02/23,170,54.9,"Shenzhen, China",Y,N,Every other day
hI0924fh,M,2002/07/14,183,67.0,"Yaounde, Cameroon",Y,Y,Every other day
sc6478QH,M,2000/11/10,184,67.7,"Busan, South Korea",Y,Y,Once per week
Ov0806CZ,M,1994/02/26,174,72.7,"Christchurch, New Zealand",Y,Y,A couple of times per week
xk9692YT,M,2004/11/04,187,87.4,"Port Harcourt, Nigeria",N,Y,Every other day
Rk8639CQ,M,1990/04/07,185,89.0,"Khartoum, Sudan",Y,Y,Every day
LH4183Zs,M,1982/10/04,168,67.7,"Ankara, Turkey",N,N,A couple of times per week
Tw8342Rj,M,1990/11/28,174,51.5,"Venice, Italy",Y,N,A couple of times per week
wT0601DU,M,1994/06/01,177,68.9,"Kabul, Afghanistan",Y,Y,Once per week
GM6395zZ,M,1998/03/07,174,57.5,"Chennai, India",Y,N,A couple of times per week
cq4839Ma,M,1990/03/23,185,82.1,"Ushuaia, Argentina",Y,Y,Every other day
dA0683Jp,M,1998/06/11,177,72.1,"Guayaquil, Ecuador",Y,Y,A couple of times per week
Au3544YX,M,2004/06/28,185,68.4,"Chattogram, Bangladesh",Y,Y,Every other day
Yi7577XI,M,1998/02/01,178,104.6,"Delhi, India",N,N,A couple of times per week
UR4063xz,M,1994/06/08,167,47.4,"El Calafate, Argentina",Y,Y,Every other day
QQ5545oH,M,1992/11/20,174,72.7,"Pyongyang, North Korea",Y,N,Once per week
YN3304rC,M,1991/12/11,176,86.7,"Casablanca, Morocco",N,N,Once per week
rV4023Wc,M,1987/09/04,184,67.7,"Moscow, Russia",Y,Y,A couple of times per week
JY9016nj,M,1998/11/06,180,71.3,"Rome, Italy",Y,Y,A couple of times per week
hg7542NZ,M,1986/01/06,180,87.5,"Dar es Salaam, Tanzania",Y,N,Once per week
YH6438sq,M,2001/11/03,182,76.2,"Georgetown, Guyana",Y,Y,A couple of times per week
Zb3000VR,M,1988/11/16,180,51.8,"Shanghai, China",Y,Y,Once per week
Og2521xB,M,2003/12/24,180,77.8,"Florence, Italy",Y,Y,Every other day
Cf4225Ca,M,1996/12/31,168,62.1,"Prague, Czech Republic",Y,N,Every other day
iB8840JR,M,1988/10/05,175,82.7,"Brisbane, Australia",Y,N,A couple of times per week
pG6415sa,M,1985/05/23,184,77.9,"Arequipa, Peru",N,N,A couple of times per week
yV9504My,M,2003/03/07,181,91.7,"Kumasi, Ghana",Y,Y,Once per week
br5615Cu,M,1992/12/13,177,62.7,"Canberra, Australia",N,Y,A couple of times per week
Sm8782Ui,M,2002/01/27,182,76.2,"Budapest, Hungary",Y,N,1 or 2 times per month
iY9011Si,M,1986/03/05,185,68.4,"Rabat, Morocco",Y,Y,Never
rB0984CG,M,2000/03/22,174,63.6,"Punta Arenas, Chile",N,Y,1 or 2 times per month
ql2660Br,M,2006/05/27,175,85.8,"Antalya, Turkey",N,Y,A couple of times per week
oe9433Hp,M,1992/04/09,183,70.3,"Jakarta, Indonesia",Y,N,Every day
ec8501Wf,M,1992/11/08,184,81.3,"Mexico City, Mexico",Y,N,Every other day
Ay1616Xq,M,1982/11/17,176,71.2,"Sucre, Bolivia",Y,N,Every day
xD3542Kw,M,2001/10/02,179,73.7,"Rabat, Morocco",N,N,Every other day
ib5791AL,M,2006/09/04,184,71.1,"Arequipa, Peru",N,Y,Every other day
vo7528Io,M,2001/01/03,181,98.3,"Brisbane, Australia",N,Y,Once per week
TU9193Jv,M,1994/02/28,178,95.1,"Frankfurt, Germany",Y,Y,A couple of times per week
vj4048ZC,M,1988/12/10,181,72.1,"Antananarivo, Madagascar",Y,Y,Every other day
XZ2728Hy,M,2002/02/11,177,65.8,"Melbourne, Australia",Y,Y,A couple of times per week
Fh3194CV,M,2003/09/10,185,68.4,"Yaounde, Cameroon",N,Y,Once per week
QY7702Jf,M,1986/12/17,182,86.1,"Milan, Italy",Y,Y,Every day
VQ9046dv,M,1983/08/31,174,84.8,"Shanghai, China",N,Y,Every other day
Bv5539TU,M,1996/04/20,183,73.7,"Lahore, Pakistan",Y,N,Once per week
PC8598gF,M,1985/10/17,182,66.2,"Milan, Italy",N,N,A couple of times per week
JW0851kn,M,1990/06/21,174,48.4,"Baghdad, Iraq",Y,Y,A couple of times per week
Zi7452dm,M,2006/12/27,179,70.5,"Potosi, Bolivia",N,N,Once per week
Nv3186mC,M,1992/08/04,176,83.6,"Cuenca, Ecuador",N,N,Once per week
Ck0072Up,M,2005/10/07,184,101.6,"Bogota, Colombia",Y,Y,Once per week
Cq0852iC,M,1989/03/21,172,94.7,"Lima, Peru",Y,N,1 or 2 times per month
dF0483Jj,M,2003/05/11,184,77.9,"Amsterdam, Netherlands",N,Y,Once per week
AQ4469MP,M,1990/01/02,184,71.1,"Istanbul, Turkey",Y,Y,A couple of times per week
Mw4884Nb,M,1987/11/30,185,89.0,"Addis Ababa, Ethiopia",N,Y,Every other day
wq3444yj,M,2005/02/08,179,76.9,"Melbourne, Australia",Y,Y,A couple of times per week
kD6146rz,M,2001/06/13,177,68.9,"Jakarta, Indonesia",Y,Y,Every other day
VC4572nM,M,1996/06/06,179,67.3,"Surat, India",N,N,Every day
QF9520bW,M,1996/11/10,159,50.6,"Hanoi, Vietnam",Y,Y,Every other day
Il7845ex,M,1989/01/09,175,85.8,"Cali, Colombia",N,N,Once per week
By6165PS,M,1996/02/14,168,62.1,"Giza, Egypt",N,Y,A couple of times per week
lu0625ie,M,1995/11/11,185,71.9,"Busan, South Korea",Y,Y,A couple of times per week
vk2689bS,M,2005/07/15,179,60.9,"Riyadh, Saudi Arabia",Y,N,Every other day
mr7103fR,M,2006/10/07,168,67.7,"Mumbai, India",Y,Y,Once per week
kl2320yN,M,1989/08/10,171,58.5,"Aleppo, Syria",Y,Y,Every day
Ho0754Qd,M,1994/04/20,168,81.8,"Rome, Italy",Y,N,A couple of times per week
PD7034id,M,2000/09/21,182,76.2,"Karachi, Pakistan",Y,Y,Once per week
fw3278nf,M,1998/10/15,179,76.9,"Rome, Italy",Y,Y,Never
EX7249Je,M,1998/12/24,181,75.4,"Santiago, Chile",Y,Y,1 or 2 times per month
RA3399aP,M,1990/04/22,171,55.6,"Luanda, Angola",N,Y,Every other day
Sh7585JX,M,2001/02/02,177,62.7,"Singapore, Singapore",Y,Y,Every other day
zu8784qG,M,1990/07/13,175,76.6,"Kaduna, Nigeria",N,Y,Once per week
AF9253iY,M,1991/05/02,171,55.6,"Istanbul, Turkey",Y,Y,1 or 2 times per month
Tx2755vX,M,1988/01/21,178,76.0,"Colonia del Sacramento, Uruguay",Y,N,Every day
Wr7370EC,M,2004/09/29,177,94.0,"Kyoto, Japan",Y,N,Once per week
bI2339qS,M,1988/10/06,182,59.6,"Riyadh, Saudi Arabia",Y,N,A couple of times per week
Fi9514mi,M,2006/10/13,182,66.2,"Dhaka, Bangladesh",N,Y,A couple of times per week
pG3937pe,M,1985/06/17,167,75.3,"Kolkata, India",N,Y,A couple of times per week
gW5060Qh,M,2003/01/17,185,92.4,"Alexandria, Egypt",N,Y,A couple of times per week
RW1061Zn,M,2002/04/20,175,73.5,"Munich, Germany",Y,Y,A couple of times per week
ED8218es,M,1993/06/19,179,67.3,"Ushuaia, Argentina",N,Y,A couple of times per week
ZU8246Bl,M,2000/05/19,184,81.3,"Ushuaia, Argentina",Y,N,Every other day
QZ3805UG,M,1991/02/03,177,75.2,"Vancouver, Canada",Y,Y,Once per week
QG2242mf,M,1994/01/23,182,69.6,"Melbourne, Australia",N,Y,1 or 2 times per month
NR4184Iy,M,1982/12/01,179,76.9,"Valparaiso, Chile",Y,N,Once per week
Wh8038Eh,M,1990/05/18,182,89.4,"Budapest, Hungary",Y,Y,Every other day
GY3049Sh,M,1989/04/02,185,102.7,"Otavalo, Ecuador",N,Y,Every other day
ak0175JU,M,1990/07/12,180,61.6,"Dar es Salaam, Tanzania",Y,Y,Every other day
NN4060eS,M,1986/02/09,180,74.5,"Pyongyang, North Korea",Y,Y,Once per week
uN1424Qt,M,1984/02/27,180,71.3,"Darwin, Australia",Y,Y,Once per week
LK4227wX,M,2006/07/14,177,94.0,"Cape Town, South Africa",Y,Y,Every other day
SW6160XC,M,1996/05/18,180,84.2,"Bangkok, Thailand",Y,Y,Every day
WL5145eL,M,1996/05/06,182,82.8,"Bariloche, Argentina",N,Y,Every other day
ey4213lk,M,1987/03/07,178,66.5,"Vienna, Austria",Y,Y,Never
yM4663RJ,M,1986/10/20,185,65.0,"Porto, Portugal",N,Y,A couple of times per week
hV0696zC,M,1991/10/13,185,78.7,"Berlin, Germany",Y,N,Once per week
iV6193aQ,M,1986/12/07,185,68.4,"Antalya, Turkey",Y,N,Every other day
Uu5238zM,M,2003/05/22,178,60.2,"Stockholm, Sweden",N,Y,A couple of times per week
Uc6865ZT,M,2001/08/24,160,51.2,"Los Angeles, United States",N,Y,Once per week
Gs1717Ot,M,2003/06/25,174,60.6,"Medellin, Colombia",Y,Y,A couple of times per week
bJ9622Xz,M,1998/12/30,183,67.0,"Chattogram, Bangladesh",Y,Y,A couple of times per week
fk1879Yi,M,1998/01/20,180,68.0,"Busan, South Korea",Y,Y,Once per week
pZ2649aM,M,1991/06/28,184,101.6,"Camayenne, Guinea",Y,Y,Every day
aP6478YJ,M,1993/04/06,174,63.6,"Luanda, Angola",Y,N,Once per week
QM1844nc,M,1994/09/22,181,68.8,"Potosi, Bolivia",N,N,A couple of times per week
Om5647zw,M,1988/06/29,184,77.9,"Casablanca, Morocco",Y,Y,A couple of times per week
Ev5177GW,M,1983/07/05,167,64.1,"Beirut, Lebanon",N,N,A couple of times per week
GI5120Ah,M,1992/05/03,168,53.6,"Mexico City, Mexico",Y,Y,A couple of times per week
Gx1164YR,M,1994/03/06,179,67.3,"Osaka, Japan",Y,Y,A couple of times per week
Xq9660Tf,M,2004/11/02,180,74.5,"Florence, Italy",Y,Y,A couple of times per week
wO6537iG,M,1992/02/10,164,80.7,"Riyadh, Saudi Arabia",N,Y,A couple of times per week
BS0606ec,M,2001/11/22,180,68.0,"Copenhagen, Denmark",Y,Y,Once per week
wC8763Qv,M,1993/06/26,172,88.8,"Pretoria, South Africa",N,Y,Once per week
lJ8022pH,M,1994/12/17,183,73.7,"Madrid, Spain",N,Y,A couple of times per week
bq3057Cw,M,2004/08/13,183,97.1,"Soweto, South Africa",Y,Y,1 or 2 times per month
WZ9278Fh,M,1994/07/14,176,58.9,"Ankara, Turkey",Y,Y,Every other day
AM1809Eg,M,1996/12/21,179,80.1,"Nairobi, Kenya",Y,Y,Every other day
Rl9635zn,M,1997/08/07,187,69.9,"Casablanca, Morocco",N,N,Once per week
St9760TS,M,1995/02/07,180,87.5,"Melbourne, Australia",Y,Y,A couple of times per week
pI0687AY,M,1992/07/28,178,69.7,"Barcelona, Spain",N,Y,A couple of times per week
Lw9883AX,M,1996/12/07,178,95.1,"Santiago, Chile",Y,Y,1 or 2 times per month
Uk9685DG,M,1991/02/09,181,68.8,"Jakarta, Indonesia",Y,N,A couple of times per week
Ff8628NF,M,1995/12/26,183,103.8,"Barcelona, Spain",N,Y,A couple of times per week
uw4098gE,M,1991/06/05,180,68.0,"Osaka, Japan",N,Y,Every day
Yk0558ZK,M,1987/09/30,179,64.1,"Kyoto, Japan",Y,Y,Every other day
nY7929Yi,M,1999/03/01,179,60.9,"Bangkok, Thailand",Y,N,Never
Ck1504ft,M,1994/12/01,174,57.5,"Christchurch, New Zealand",Y,Y,Every other day
Vc1269my,M,1985/07/17,179,67.3,"Amsterdam, Netherlands",Y,Y,Every other day
yl9181Mo,M,1997/03/07,184,81.3,"Chennai, India",Y,Y,Every other day
Pi5478pH,M,1990/09/26,185,89.0,"Canberra, Australia",Y,Y,A couple of times per week
mc4846qH,M,1991/04/11,179,57.7,"Tokyo, Japan",Y,N,A couple of times per week
kG8594OU,M,1985/03/06,172,71.0,"Hanoi, Vietnam",Y,Y,A couple of times per week
qh4849hA,M,2006/06/24,177,59.5,"Cali, Colombia",Y,N,Every other day
vT9609OU,M,2006/05/29,180,77.8,"Dakar, Senegal",Y,Y,Every other day
MZ7847lR,M,1999/10/18,174,57.5,"Benin City, Nigeria",Y,N,Every other day
ox9887ux,M,2001/10/21,179,70.5,"Beijing, China",Y,Y,1 or 2 times per month
kw0736jA,M,2005/11/01,177,65.8,"Khartoum, Sudan",Y,N,A couple of times per week
sQ2708fA,M,1990/09/02,180,64.8,"Soweto, South Africa",N,N,Never
lr8114xO,M,2005/09/30,172,68.0,"Pretoria, South Africa",Y,Y,A couple of times per week
bG3569lj,M,1990/08/09,179,67.3,"Soweto, South Africa",N,Y,Every other day
li9149Kc,M,1983/12/26,178,50.7,"Lubumbashi, Republic of the Congo",Y,Y,Once per week
Ys3543Ju,M,2001/01/14,184,77.9,"Yokohama, Japan",Y,N,Every other day
jO0801cE,M,1993/01/13,180,64.8,"Guayaquil, Ecuador",Y,Y,A couple of times per week
We0023Jm,M,1987/09/22,183,63.6,"Giza, Egypt",Y,Y,A couple of times per week
PD8703oN,M,1983/04/30,180,84.2,"Delhi, India",Y,Y,A couple of times per week
Oa9472CO,M,1995/06/10,174,66.6,"Tehran, Iran",Y,N,Once per week
Lv6319nN,M,2005/10/10,182,86.1,"Porto, Portugal",N,Y,Once per week
CV3410iQ,M,1996/02/23,182,66.2,"Medellin, Colombia",Y,Y,Once per week
lW8154Mi,M,2002/09/06,187,83.9,"Melbourne, Australia",Y,Y,Every other day
Ul2305MT,M,1992/12/12,176,77.4,"Athens, Greece",Y,Y,Once per week
Mv9423aB,M,1989/11/05,180,61.6,"Cape Town, South Africa",Y,Y,Every other day
fU3853wc,M,1997/02/11,170,57.8,"Buenos Aires, Argentina",Y,N,Every day
rn0156vI,M,1995/06/28,179,64.1,"La Paz, Bolivia",Y,Y,Every day
LY3660du,M,2003/04/10,168,67.7,"Warsaw, Poland",N,Y,A couple of times per week
iS6360Pk,M,2002/02/24,180,94.0,"Kano, Nigeria",Y,N,A couple of times per week
dR3174Tw,M,1990/04/19,174,60.6,"Miami, United States",N,Y,Once per week
vv8746je,M,1994/11/18,183,80.4,"Kyoto, Japan",Y,N,Once per week
DM2711PO,M,1987/07/09,185,68.4,"Bogota, Colombia",N,Y,Once per week
iq8113FF,M,1990/11/24,180,74.5,"Budapest, Hungary",Y,Y,Every day
Jv3475nk,M,2001/02/09,180,74.5,"Karachi, Pakistan",Y,Y,Never
dG9724CA,M,1989/02/02,174,57.5,"Ankara, Turkey",Y,Y,A couple of times per week
HP2738db,M,1988/08/20,174,63.6,"Shenzhen, China",N,Y,Every other day
eL4711nH,M,2006/08/14,174,69.6,"Phnom Penh, Cambodia",N,Y,Every day
jS1654Vr,M,2004/01/18,169,51.4,"Kolkata, India",Y,Y,A couple of times per week
Cp2632cI,M,1993/01/14,182,79.5,"Beijing, China",N,N,Every other day
Uc4504kl,M,1991/11/13,185,65.0,"Port Harcourt, Nigeria",Y,Y,Never
ug2787Qa,M,1990/12/16,179,96.1,"Christchurch, New Zealand",N,Y,Once per week
yi6419QI,M,1983/10/08,179,60.9,"Cusco, Peru",Y,Y,A couple of times per week
ts5066zn,M,2004/03/28,180,77.8,"Darwin, Australia",Y,N,Every other day
lc8815cd,M,1990/09/20,184,81.3,"Prague, Czech Republic",Y,Y,A couple of times per week
NM8641tm,M,2006/06/04,176,74.3,"San Francisco, United States",Y,Y,Never
ja2160Ah,M,1993/08/12,180,84.2,"Rome, Italy",N,Y,Once per week
qa6485zH,M,1988/04/10,171,79.0,"Otavalo, Ecuador",Y,N,Every day
Fe1453Tf,M,1993/10/28,182,99.4,"Camayenne, Guinea",Y,Y,Once per week
dN2739iy,M,2004/03/04,176,52.7,"Harare, Zimbabwe",N,N,Every day
dw4272mV,M,1996/08/17,187,66.4,"Aleppo, Syria",N,Y,A couple of times per week
Hj3333vK,M,2001/05/15,182,53.0,"Sydney, Australia",Y,N,1 or 2 times per month
Dc5327lh,M,2002/08/08,181,68.8,"Warsaw, Poland",Y,N,A couple of times per week
zG9253qo,M,2004/10/26,175,64.3,"Dar es Salaam, Tanzania",Y,Y,Every other day
lg2633iP,M,1989/01/16,150,49.5,"Toronto, Canada",Y,N,Once per week
ls8214SZ,M,2001/01/17,184,64.3,"Lahore, Pakistan",N,N,A couple of times per week
tH9807Mz,M,1998/04/30,187,73.4,"Accra, Ghana",Y,N,Never
YK4511eS,M,1997/08/25,178,76.0,"Beijing, China",Y,N,Once per week
JJ6286xR,M,1989/04/30,186,69.2,"Florence, Italy",N,Y,Every day
jz9042fU,M,1998/07/18,184,74.5,"El Calafate, Argentina",Y,N,A couple of times per week
BE2181gX,M,2000/11/21,177,59.5,"Saint Petersburg, Russia",Y,Y,A couple of times per week
iV9164ga,M,1989/01/17,184,64.3,"Kumasi, Ghana",N,Y,1 or 2 times per month
Ng2899qs,M,1993/05/13,180,77.8,"Lima, Peru",N,Y,Never
Oo9306Iz,M,2006/12/01,181,72.1,"Hyderabad, India",Y,N,Once per week
jj2914Fz,M,1990/06/23,183,67.0,"Douala, Cameroon",Y,Y,Once per week
si3447Ic,M,2002/01/15,170,75.1,"Melbourne, Australia",Y,N,Every other day
Qa2415eg,M,1986/12/27,183,83.7,"Punta Arenas, Chile",N,Y,A couple of times per week
Dt1587Iy,M,2003/03/17,179,67.3,"Amsterdam, Netherlands",Y,N,1 or 2 times per month
Px9764fz,M,2005/01/20,176,74.3,"El Calafate, Argentina",Y,N,A couple of times per week
Wt9207ql,M,1999/05/03,179,67.3,"Auckland, New Zealand",Y,Y,Once per week
Ua5771sG,M,1987/06/27,181,65.5,"Camayenne, Guinea",Y,Y,A couple of times per week
mG1285Oz,M,1997/08/22,177,84.6,"Ankara, Turkey",N,N,A couple of times per week
Gd8962vB,M,1995/03/18,178,60.2,"Jeddah, Saudi Arabia",Y,N,A couple of times per week
HZ3912nE,M,1998/04/09,180,77.8,"Taipei, Taiwan",Y,Y,Every other day
ie9400sy,M,2001/01/31,175,70.4,"Bamako, Mali",N,Y,Every other day
ad8697UI,M,1986/10/30,185,68.4,"Brazzaville, DR Congo",N,Y,Once per week
XO1530Zh,M,1988/11/14,172,71.0,"Medellin, Colombia",Y,Y,Once per week
kX7726yP,M,1998/02/15,178,76.0,"Mumbai, India",N,Y,Every other day
ZU7395xh,M,1987/08/19,170,60.7,"Kano, Nigeria",N,N,Once per week
qa9483Cs,M,1987/08/30,185,68.4,"Rabat, Morocco",Y,Y,A couple of times per week
ZA4534mU,M,1993/01/03,175,49.0,"Perth, Australia",N,Y,Every other day
VA4731zT,M,1984/01/17,181,72.1,"Kyoto, Japan",Y,N,Once per week
rh4243cB,M,1988/03/09,184,74.5,"San Francisco, United States",Y,Y,1 or 2 times per month
dY8876cO,M,1987/09/14,196,76.8,"Mogadishu, Somalia",N,N,A couple of times per week
ug6026gh,M,2001/07/31,185,68.4,"Berlin, Germany",N,Y,1 or 2 times per month
in0195GJ,M,1996/01/25,183,63.6,"Manila, Philippines",Y,Y,A couple of times per week
bA0369Kk,M,1988/10/28,201,80.8,"Potosi, Bolivia",Y,Y,Once per week
qA9011Uz,M,1984/01/01,181,75.4,"Soweto, South Africa",N,N,A couple of times per week
Mu4067uR,M,1987/11/06,180,58.3,"Perth, Australia",N,N,Every day
IP3079jx,M,2006/06/13,179,76.9,"Giza, Egypt",Y,N,Every other day
Qo1682Td,M,1999/07/18,180,64.8,"Valparaiso, Chile",Y,Y,1 or 2 times per month
NK9205qS,M,1982/11/30,184,91.4,"Dublin, Ireland",Y,N,Once per week
vG1585AW,M,1993/07/14,179,60.9,"Lima, Peru",Y,N,Every other day
LO5369SW,M,1983/02/01,177,62.7,"Cairo, Egypt",N,Y,Once per week
zd4476ri,M,1986/12/30,183,60.3,"Valparaiso, Chile",Y,Y,Once per week
Xs8454tf,M,1984/10/25,180,64.8,"Las Vegas, United States",N,Y,A couple of times per week
Et8854dL,M,2003/04/22,185,65.0,"Arequipa, Peru",Y,Y,1 or 2 times per month
sW9312IO,M,2001/08/27,180,61.6,"Cuenca, Ecuador",Y,Y,Every day
BU5605KZ,M,1991/02/06,183,63.6,"Kinshasa, Republic of the Congo",Y,Y,A couple of times per week
BU2966BN,M,1986/07/08,164,61.9,"Abidjan, Ivory Coast",Y,Y,A couple of times per week
be9058Ce,M,1984/03/20,155,45.6,"Phnom Penh, Cambodia",Y,Y,Every day
xb9269zK,M,2001/06/18,182,76.2,"Pyongyang, North Korea",N,Y,Every other day
cB4489UF,M,2004/02/28,183,70.3,"Los Angeles, United States",N,Y,Once per week
YF2088QO,M,1995/12/06,178,76.0,"Georgetown, Guyana",Y,N,Once per week
Su5951Qd,M,2006/03/30,172,71.0,"Montevideo, Uruguay",Y,Y,Every other day
ke4200Hi,M,1993/02/05,181,62.2,"Rhodes, Greece",Y,N,Every day
oC8964FG,M,1986/12/11,180,94.0,"Kano, Nigeria",Y,Y,A couple of times per week
FX2861kI,M,1986/02/11,184,88.0,"San Francisco, United States",N,N,Every day
Yy1784NV,M,1996/09/10,184,84.6,"Luanda, Angola",N,Y,Every other day
sz6383yU,M,2000/12/20,183,90.4,"Abidjan, Ivory Coast",Y,N,Every day
DO3408NM,M,1991/06/11,184,81.3,"Manila, Philippines",N,N,A couple of times per week
jt9859FB,M,2004/04/22,183,83.7,"Georgetown, Guyana",N,Y,A couple of times per week
ca9989FA,M,1993/08/02,180,61.6,"Warsaw, Poland",Y,N,A couple of times per week
as1264dQ,M,2002/04/23,172,76.9,"Bamako, Mali",N,Y,Never
iX7811DN,M,2004/01/17,175,64.3,"Accra, Ghana",Y,Y,Every other day
Bv3369wA,M,1997/08/11,181,81.9,"Johannesburg, South Africa",N,Y,A couple of times per week
sT4704Io,M,2002/01/27,176,62.0,"Kinshasa, Republic of the Congo",N,N,Every other day
rO1818xe,M,1991/03/17,178,69.7,"Dhaka, Bangladesh",Y,Y,A couple of times per week
rl6333sU,M,1988/04/24,174,78.7,"Lima, Peru",N,Y,Every other day
Bb0670YE,M,1984/11/16,181,68.8,"Athens, Greece",N,Y,Once per week
rd6104Dv,M,1999/04/14,159,53.1,"Cali, Colombia",Y,N,Once per week
fw5446ZK,M,1983/09/09,177,72.1,"Cuenca, Ecuador",Y,Y,Every other day
NB9221Mk,M,2005/08/20,178,76.0,"Khartoum, Sudan",Y,Y,Every other day
Ga9888MD,M,1988/06/13,181,62.2,"Pretoria, South Africa",N,Y,A couple of times per week
zN5806Ky,M,1982/09/21,182,76.2,"Brazzaville, DR Congo",N,Y,Once per week
cO8572SG,M,1989/07/17,174,57.5,"Hong Kong, Hong Kong",N,Y,Every day
nR1986dR,M,1990/06/02,182,69.6,"Bamako, Mali",Y,N,1 or 2 times per month
Aa7421eq,M,1989/09/18,182,59.6,"Bariloche, Argentina",Y,Y,Every other day
Km0348ix,M,1983/05/04,183,87.1,"Yangon, Myanmar",Y,N,Never
qw3599tn,M,1989/09/02,184,71.1,"Quito, Ecuador",Y,Y,A couple of times per week
kM7943rO,M,1984/07/13,170,72.2,"Mumbai, India",Y,N,1 or 2 times per month
HW8638LA,M,1999/08/05,185,61.6,"Benin City, Nigeria",Y,Y,1 or 2 times per month
vG0163Zb,M,1982/11/04,171,58.5,"Camayenne, Guinea",Y,Y,Every day
MU3301oX,M,1999/12/02,181,72.1,"Durban, South Africa",N,N,A couple of times per week
tf4299uv,M,1985/07/07,177,75.2,"Christchurch, New Zealand",N,Y,1 or 2 times per month
Fg8909Zk,M,1988/09/29,179,67.3,"Brazzaville, DR Congo",Y,Y,Every other day
rN0611wc,M,1996/10/04,180,68.0,"Montevideo, Uruguay",Y,Y,Once per week
Vz5364eO,M,1983/11/09,176,68.1,"Kabul, Afghanistan",Y,Y,Once per week
QI9568QJ,M,1984/05/28,178,79.2,"Cairo, Egypt",Y,Y,Every other day
cT5551tz,M,1986/04/12,180,77.8,"Buenos Aires, Argentina",Y,Y,A couple of times per week
Eh5572lz,M,2005/07/05,183,87.1,"Vienna, Austria",Y,Y,Every other day
OC8507jK,M,1988/01/12,185,75.3,"Delhi, India",Y,Y,Every other day
pH8335UP,M,2002/06/11,178,72.9,"Madrid, Spain",N,N,Every other day
