user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,height_cm,weight_kg,genscore,agescore,bmiscore,citymorningscore,cityafternoonscore,citynightscore,sweatscore,coldhfscore,exercisescore,mymorningtemp,myafternoontemp,mynighttemp
lc7637Cx,F,1987-07-16,35,healthy,"Barcelona, Spain",Barcelona,Spain,N,N,1 or 2 times per month,168.0,67.7,-2,0,0,15.0,16.0,15.0,0,0,0,13.0,14.0,13.0
sx7265iu,F,2006-07-19,16,healthy,"Lahore, Pakistan",Lahore,Pakistan,N,N,Every day,170.0,63.6,-2,0,0,13.0,15.0,13.0,0,0,1,12.0,14.0,12.0
Nw2742lv,F,1985-04-29,37,healthy,"Lahore, Pakistan",Lahore,Pakistan,N,Y,A couple of times per week,170.0,66.5,-2,0,0,20.0,21.0,19.0,0,-2,0,16.0,17.0,15.0
QN8034Ik,F,2000-01-22,22,healthy,"Bogota, Colombia",Bogota,Colombia,N,Y,A couple of times per week,169.0,62.8,-2,0,0,3.0,4.0,2.0,0,-2,0,-1.0,0.0,-2.0
cQ0288sX,F,1992-01-29,30,healthy,"Medellin, Colombia",Medellin,Colombia,N,N,Once per week,164.0,53.8,-2,0,0,27.0,30.0,29.0,0,0,0,25.0,28.0,27.0
KT2598cY,F,1993-12-22,28,healthy,"Arequipa, Peru",Arequipa,Peru,Y,N,Never,174.0,75.7,-2,0,0,8.0,12.0,11.0,1,0,0,7.0,11.0,10.0
uu9715mV,F,2004-03-02,18,healthy,"Georgetown, Guyana",Georgetown,Guyana,Y,Y,1 or 2 times per month,166.0,57.9,-2,0,0,31.0,35.0,32.0,1,-2,0,28.0,32.0,29.0
oG8299aS,F,1988-07-14,34,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,N,N,Never,170.0,83.8,-2,0,0,12.0,14.0,11.0,0,0,0,10.0,12.0,9.0
xX0814cR,F,1983-06-19,39,healthy,"Munich, Germany",Munich,Germany,N,N,Every other day,157.0,56.7,-2,0,0,1.0,5.0,3.0,0,0,1,0.0,4.0,2.0
WX9831NX,F,2006-07-08,16,healthy,"Prague, Czech Republic",Prague,Czech Republic,Y,Y,Never,171.0,58.5,-2,0,0,21.0,25.0,24.0,1,-2,0,18.0,22.0,21.0
bb0660vS,F,1992-10-25,29,healthy,"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,Y,N,Every day,159.0,48.0,-2,0,0,24.0,27.0,26.0,1,0,1,24.0,27.0,26.0
gI3691ar,F,1991-11-02,30,healthy,"Dubai, United Arab Emirates",Dubai,United Arab Emirates,N,N,Never,173.0,62.9,-2,0,0,19.0,21.0,20.0,0,0,0,17.0,19.0,18.0
HC3534Tq,F,1988-03-04,34,healthy,"El Calafate, Argentina",El Calafate,Argentina,N,N,1 or 2 times per month,171.0,55.6,-2,0,0,30.0,34.0,33.0,0,0,0,28.0,32.0,31.0
Ts8470Gn,F,1985-12-14,36,healthy,"Bamako, Mali",Bamako,Mali,N,Y,Once per week,169.0,60.0,-2,0,0,33.0,35.0,32.0,0,-2,0,29.0,31.0,28.0
dK6825fZ,F,1997-01-10,25,healthy,"Casablanca, Morocco",Casablanca,Morocco,N,Y,A couple of times per week,160.0,51.2,-2,0,0,27.0,28.0,26.0,0,-2,0,23.0,24.0,22.0
Nv5186or,F,1989-04-30,33,healthy,"Algiers, Algeria",Algiers,Algeria,N,N,A couple of times per week,168.0,62.1,-2,0,0,-2.0,1.0,-1.0,0,0,0,-4.0,-1.0,-3.0
Fb4582hR,F,1985-05-03,37,healthy,"Brisbane, Australia",Brisbane,Australia,Y,Y,A couple of times per week,175.0,76.6,-2,0,0,9.0,13.0,12.0,1,-2,0,6.0,10.0,9.0
yN1818Aq,F,1985-11-30,36,healthy,"Lahore, Pakistan",Lahore,Pakistan,N,Y,A couple of times per week,171.0,58.5,-2,0,0,9.0,10.0,9.0,0,-2,0,5.0,6.0,5.0
UX6834lS,F,1994-09-06,27,healthy,"Madrid, Spain",Madrid,Spain,Y,Y,Every day,173.0,71.8,-2,0,0,27.0,30.0,29.0,1,-2,1,25.0,28.0,27.0
cH5827Yl,F,2004-03-14,18,healthy,"Darwin, Australia",Darwin,Australia,N,N,Every day,175.0,76.6,-2,0,0,0.0,1.0,0.0,0,0,1,-1.0,0.0,-1.0
cn9827Ke,F,2006-09-25,15,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,Once per week,174.0,57.5,-2,0,0,1.0,2.0,-1.0,0,-2,0,-3.0,-2.0,-5.0
DK3963Sa,F,1988-12-04,33,healthy,"Kinshasa, Republic of the Congo",Kinshasa,Republic of the Congo,Y,N,A couple of times per week,173.0,68.8,-2,0,0,21.0,22.0,21.0,1,0,0,20.0,21.0,20.0
sq1416nV,F,1990-03-12,32,healthy,"Kyoto, Japan",Kyoto,Japan,N,Y,Never,170.0,86.7,-2,0,0,32.0,36.0,34.0,0,-2,0,28.0,32.0,30.0
Vt6305Yx,F,1992-09-12,29,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,N,Never,175.0,67.4,-2,0,0,4.0,6.0,5.0,0,0,0,2.0,4.0,3.0
OY5192Cd,F,1988-09-19,33,healthy,"Karachi, Pakistan",Karachi,Pakistan,N,Y,Never,167.0,61.4,-2,0,0,-4.0,-1.0,-2.0,0,-2,0,-8.0,-5.0,-6.0
WR7854AF,F,2002-09-13,19,healthy,"Ankara, Turkey",Ankara,Turkey,N,N,A couple of times per week,159.0,50.6,-2,0,0,3.0,4.0,1.0,0,0,0,1.0,2.0,-1.0
TJ3324nR,F,1990-01-20,32,healthy,"Bengaluru, India",Bengaluru,India,N,Y,Never,173.0,65.8,-2,0,0,6.0,10.0,9.0,0,-2,0,2.0,6.0,5.0
CL5665Aa,F,1990-02-12,32,healthy,"Manila, Philippines",Manila,Philippines,N,Y,Never,164.0,64.6,-2,0,0,5.0,6.0,4.0,0,-2,0,1.0,2.0,0.0
Nm5571xw,F,1991-11-25,30,underweight,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,Y,N,Never,164.0,43.0,-2,0,-1,2.0,5.0,4.0,1,0,0,0.0,3.0,2.0
EB7246Df,F,1983-11-15,38,healthy,"Lima, Peru",Lima,Peru,N,N,Never,155.0,55.3,-2,0,0,19.0,21.0,20.0,0,0,0,17.0,19.0,18.0
Zm4277Cu,F,2003-01-02,19,healthy,"Kaduna, Nigeria",Kaduna,Nigeria,N,N,Every day,170.0,98.3,-2,0,0,-1.0,0.0,-3.0,0,0,1,-2.0,-1.0,-4.0
mX0423rv,F,1994-08-28,27,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,Y,Never,170.0,54.9,-2,0,0,5.0,6.0,4.0,0,-2,0,1.0,2.0,0.0
kP3824HR,F,2002-03-04,20,healthy,"Beirut, Lebanon",Beirut,Lebanon,Y,N,1 or 2 times per month,175.0,58.2,-2,0,0,31.0,32.0,31.0,1,0,0,30.0,31.0,30.0
bD8868aE,F,1996-04-08,26,healthy,"Giza, Egypt",Giza,Egypt,Y,N,Every other day,173.0,71.8,-2,0,0,4.0,7.0,5.0,1,0,1,4.0,7.0,5.0
pN5431Xj,F,1984-07-26,38,healthy,"Lisbon, Portugal",Lisbon,Portugal,N,Y,Once per week,171.0,64.3,-2,0,0,6.0,10.0,9.0,0,-2,0,2.0,6.0,5.0
KN0431dY,F,1989-07-05,33,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,Y,N,A couple of times per week,157.0,69.0,-2,0,0,7.0,10.0,8.0,1,0,0,6.0,9.0,7.0
OY4273xM,F,1999-03-16,23,healthy,"Bangkok, Thailand",Bangkok,Thailand,Y,N,Every other day,173.0,77.8,-2,0,0,21.0,22.0,21.0,1,0,1,21.0,22.0,21.0
zj9058JH,F,2005-08-17,16,healthy,"Aleppo, Syria",Aleppo,Syria,N,Y,A couple of times per week,173.0,65.8,-2,0,0,32.0,36.0,34.0,0,-2,0,28.0,32.0,30.0
EG2237SG,F,2000-03-23,22,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,Y,Y,Once per week,171.0,70.2,-2,0,0,1.0,3.0,1.0,1,-2,0,-2.0,0.0,-2.0
TS4536iH,F,1998-02-20,24,underweight,"Istanbul, Turkey",Istanbul,Turkey,Y,Y,Every day,164.0,40.3,-2,0,-1,14.0,15.0,12.0,1,-2,1,11.0,12.0,9.0
Hu7504Ux,F,1983-05-27,39,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,A couple of times per week,169.0,74.3,-2,0,0,11.0,13.0,11.0,0,-2,0,7.0,9.0,7.0
WD4388kA,F,1992-08-08,30,healthy,"Dakar, Senegal",Dakar,Senegal,N,Y,Every day,173.0,59.9,-2,0,0,32.0,34.0,31.0,0,-2,1,29.0,31.0,28.0
iS7753Fc,F,1992-08-25,29,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,1 or 2 times per month,173.0,65.8,-2,0,0,-4.0,0.0,-2.0,0,-2,0,-8.0,-4.0,-6.0
uI6296iX,F,1988-09-11,33,healthy,"Bangkok, Thailand",Bangkok,Thailand,Y,N,Every other day,168.0,70.6,-2,0,0,2.0,6.0,3.0,1,0,1,2.0,6.0,3.0
so6766Nl,F,1993-06-30,29,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,N,N,Every other day,164.0,80.7,-2,0,0,17.0,19.0,18.0,0,0,1,16.0,18.0,17.0
cj3309xn,F,1999-12-11,22,healthy,"Potosi, Bolivia",Potosi,Bolivia,N,N,A couple of times per week,179.0,70.5,-2,0,0,8.0,10.0,7.0,0,0,0,6.0,8.0,5.0
wf1635Ey,F,1984-06-09,38,healthy,"Melbourne, Australia",Melbourne,Australia,N,Y,Never,175.0,61.2,-2,0,0,21.0,25.0,22.0,0,-2,0,17.0,21.0,18.0
Lp4978OM,F,1991-02-28,31,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,N,Never,174.0,63.6,-2,0,0,-1.0,1.0,-2.0,0,0,0,-3.0,-1.0,-4.0
vc1537Dj,F,1994-02-05,28,healthy,"Las Vegas, United States",Las Vegas,United States,N,N,Never,173.0,74.8,-2,0,0,24.0,27.0,26.0,0,0,0,22.0,25.0,24.0
NG7201jK,F,1989-07-06,33,healthy,"Dublin, Ireland",Dublin,Ireland,Y,N,Every day,169.0,54.3,-2,0,0,20.0,21.0,20.0,1,0,1,20.0,21.0,20.0
EQ1134qd,F,1990-05-19,32,healthy,"Heraklion, Greece",Heraklion,Greece,N,N,A couple of times per week,171.0,81.9,-2,0,0,4.0,5.0,4.0,0,0,0,2.0,3.0,2.0
nR4117iX,F,1990-04-21,32,healthy,"Potosi, Bolivia",Potosi,Bolivia,N,N,1 or 2 times per month,164.0,53.8,-2,0,0,13.0,17.0,16.0,0,0,0,11.0,15.0,14.0
bO4070ar,F,1985-01-12,37,healthy,"Miami, United States",Miami,United States,Y,N,A couple of times per week,174.0,75.7,-2,0,0,3.0,7.0,5.0,1,0,0,2.0,6.0,4.0
tp4143ee,F,1983-05-01,39,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,N,Y,Every day,171.0,61.4,-2,0,0,2.0,4.0,1.0,0,-2,1,-1.0,1.0,-2.0
Qi8096uv,F,2005-01-03,17,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,Y,Y,A couple of times per week,175.0,79.6,-2,0,0,12.0,14.0,13.0,1,-2,0,9.0,11.0,10.0
At1574on,F,1998-06-03,24,healthy,"Seoul, South Korea",Seoul,South Korea,N,Y,A couple of times per week,178.0,82.4,-2,0,0,21.0,25.0,22.0,0,-2,0,17.0,21.0,18.0
xJ3179zI,F,1985-10-30,36,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,N,Y,A couple of times per week,173.0,59.9,-2,0,0,10.0,13.0,11.0,0,-2,0,6.0,9.0,7.0
wz1616HB,F,1988-04-18,34,healthy,"Pyongyang, North Korea",Pyongyang,North Korea,N,Y,A couple of times per week,167.0,55.8,-2,0,0,26.0,27.0,24.0,0,-2,0,22.0,23.0,20.0
jY9898pZ,F,1997-03-19,25,healthy,"Barcelona, Spain",Barcelona,Spain,N,Y,Every day,167.0,58.6,-2,0,0,29.0,30.0,27.0,0,-2,1,26.0,27.0,24.0
UH3271VZ,F,1987-11-16,34,healthy,"Berlin, Germany",Berlin,Germany,N,Y,Every other day,175.0,61.2,-2,0,0,17.0,19.0,18.0,0,-2,1,14.0,16.0,15.0
YJ6649Tg,F,1996-04-24,26,healthy,"Osaka, Japan",Osaka,Japan,N,N,Once per week,172.0,56.2,-2,0,0,25.0,27.0,26.0,0,0,0,23.0,25.0,24.0
ib7228rs,F,1982-10-23,39,healthy,"Hyderabad, India",Hyderabad,India,N,N,Every day,174.0,72.7,-2,0,0,22.0,26.0,23.0,0,0,1,21.0,25.0,22.0
Zh8090Uv,F,2001-01-21,21,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,N,N,A couple of times per week,175.0,70.4,-2,0,0,5.0,8.0,7.0,0,0,0,3.0,6.0,5.0
Vf0172BN,F,1994-12-29,27,healthy,"Florence, Italy",Florence,Italy,N,Y,Every day,156.0,68.1,-2,0,0,0.0,3.0,1.0,0,-2,1,-3.0,0.0,-2.0
Dh0920jW,F,1990-06-17,32,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,N,N,Every other day,161.0,80.4,-2,0,0,2.0,5.0,2.0,0,0,1,1.0,4.0,1.0
wY4034RH,F,1994-11-09,27,healthy,"Lisbon, Portugal",Lisbon,Portugal,N,Y,Every other day,170.0,57.8,-2,0,0,13.0,15.0,14.0,0,-2,1,10.0,12.0,11.0
Tt3926hJ,F,2006-06-16,16,healthy,"Lisbon, Portugal",Lisbon,Portugal,Y,N,1 or 2 times per month,169.0,85.7,-2,0,0,12.0,13.0,10.0,1,0,0,11.0,12.0,9.0
RE0896qD,F,1984-06-24,38,healthy,"Ankara, Turkey",Ankara,Turkey,N,N,A couple of times per week,173.0,59.9,-2,0,0,28.0,29.0,27.0,0,0,0,26.0,27.0,25.0
nR5618bB,F,1999-12-18,22,healthy,"Los Angeles, United States",Los Angeles,United States,N,Y,A couple of times per week,174.0,63.6,-2,0,0,12.0,15.0,12.0,0,-2,0,8.0,11.0,8.0
yM9010or,F,1996-11-13,25,healthy,"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,Y,N,A couple of times per week,173.0,56.9,-2,0,0,17.0,19.0,16.0,1,0,0,16.0,18.0,15.0
mc7039ot,F,1989-07-09,33,healthy,"Dublin, Ireland",Dublin,Ireland,N,Y,A couple of times per week,172.0,71.0,-2,0,0,14.0,17.0,14.0,0,-2,0,10.0,13.0,10.0
Li0113Zt,F,1984-02-23,38,healthy,"Honolulu, United States",Honolulu,United States,N,N,A couple of times per week,171.0,64.3,-2,0,0,2.0,5.0,3.0,0,0,0,0.0,3.0,1.0
vP4601QP,F,2005-06-12,17,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,N,1 or 2 times per month,173.0,95.8,-2,0,0,10.0,13.0,12.0,0,0,0,8.0,11.0,10.0
fp2598el,F,1983-08-29,38,healthy,"Otavalo, Ecuador",Otavalo,Ecuador,N,N,A couple of times per week,176.0,62.0,-2,0,0,-2.0,2.0,-1.0,0,0,0,-4.0,0.0,-3.0
oo9351Fi,F,1984-04-14,38,healthy,"Amsterdam, Netherlands",Amsterdam,Netherlands,Y,Y,Every other day,162.0,52.5,-2,0,0,3.0,7.0,4.0,1,-2,1,1.0,5.0,2.0
Yf2409MN,F,1987-05-28,35,healthy,"Paris, France",Paris,France,N,Y,1 or 2 times per month,170.0,57.8,-2,0,0,13.0,16.0,14.0,0,-2,0,9.0,12.0,10.0
Cg4336Mo,F,1999-05-01,23,healthy,"Athens, Greece",Athens,Greece,Y,N,A couple of times per week,168.0,62.1,-2,0,0,29.0,30.0,28.0,1,0,0,28.0,29.0,27.0
nc3744ZX,F,2003-10-17,18,healthy,"London, United Kingdom",London,United Kingdom,Y,Y,Once per week,168.0,53.6,-2,0,0,3.0,7.0,5.0,1,-2,0,0.0,4.0,2.0
Pl1629wA,F,1983-02-16,39,healthy,"Madrid, Spain",Madrid,Spain,N,Y,Once per week,176.0,71.2,-2,0,0,12.0,16.0,13.0,0,-2,0,8.0,12.0,9.0
Xo4840Yn,F,2002-07-23,20,healthy,"Canberra, Australia",Canberra,Australia,N,Y,A couple of times per week,163.0,63.8,-2,0,0,21.0,24.0,22.0,0,-2,0,17.0,20.0,18.0
My7034zg,F,2003-12-07,18,healthy,"Singapore, Singapore",Singapore,Singapore,Y,Y,Every day,170.0,57.8,-2,0,0,34.0,37.0,35.0,1,-2,1,32.0,35.0,33.0
nk0857CA,F,1986-07-03,36,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,N,Y,1 or 2 times per month,181.0,68.8,-2,0,0,32.0,33.0,30.0,0,-2,0,28.0,29.0,26.0
uv2071KZ,F,1990-08-24,31,healthy,"Perth, Australia",Perth,Australia,N,N,A couple of times per week,171.0,67.3,-2,0,0,26.0,27.0,24.0,0,0,0,24.0,25.0,22.0
YZ1788bf,F,1985-05-13,37,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,N,Once per week,171.0,58.5,-2,0,0,36.0,37.0,34.0,0,0,0,34.0,35.0,32.0
sb3245Js,F,1999-08-31,22,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,N,Y,A couple of times per week,166.0,66.1,-2,0,0,4.0,5.0,2.0,0,-2,0,0.0,1.0,-2.0
NT9696GC,F,1996-01-24,26,healthy,"Orlando, United States",Orlando,United States,N,N,Every other day,168.0,84.7,-2,0,0,13.0,16.0,14.0,0,0,1,12.0,15.0,13.0
LA6771GB,F,2005-11-14,16,healthy,"Yangon, Myanmar",Yangon,Myanmar,Y,N,Every other day,176.0,68.1,-2,0,0,1.0,3.0,0.0,1,0,1,1.0,3.0,0.0
Wf3354nV,F,2003-02-07,19,healthy,"Vienna, Austria",Vienna,Austria,N,Y,Never,176.0,80.5,-2,0,0,2.0,5.0,4.0,0,-2,0,-2.0,1.0,0.0
iG6147WG,F,1996-07-02,26,healthy,"Cape Town, South Africa",Cape Town,South Africa,Y,N,A couple of times per week,172.0,76.9,-2,0,0,25.0,29.0,28.0,1,0,0,24.0,28.0,27.0
OG4005Kx,F,1998-12-28,23,healthy,"Bangkok, Thailand",Bangkok,Thailand,Y,Y,Never,170.0,78.0,-2,0,0,8.0,9.0,8.0,1,-2,0,5.0,6.0,5.0
iL1812tV,F,2005-02-27,17,healthy,"Jakarta, Indonesia",Jakarta,Indonesia,Y,Y,A couple of times per week,157.0,54.2,-2,0,0,23.0,25.0,23.0,1,-2,0,20.0,22.0,20.0
pJ1204hV,F,1991-08-08,31,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,A couple of times per week,169.0,68.5,-2,0,0,2.0,6.0,4.0,0,-2,0,-2.0,2.0,0.0
FV5866SB,F,1995-05-01,27,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,N,N,Every other day,169.0,62.8,-2,0,0,31.0,34.0,33.0,0,0,1,30.0,33.0,32.0
te2911cb,F,1990-07-09,32,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,Once per week,169.0,71.4,-2,0,0,5.0,6.0,4.0,0,-2,0,1.0,2.0,0.0
rP5451ki,F,2002-09-19,19,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,Y,Y,A couple of times per week,170.0,54.9,-2,0,0,-1.0,2.0,0.0,1,-2,0,-4.0,-1.0,-3.0
DU1687nw,F,2001-02-21,21,healthy,"Dakar, Senegal",Dakar,Senegal,N,Y,A couple of times per week,164.0,59.2,-2,0,0,4.0,5.0,3.0,0,-2,0,0.0,1.0,-1.0
TY4366yL,F,1983-06-25,39,healthy,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,Y,Y,Every other day,173.0,95.8,-2,0,0,14.0,15.0,13.0,1,-2,1,12.0,13.0,11.0
yW0759Xm,F,1985-04-07,37,healthy,"Jakarta, Indonesia",Jakarta,Indonesia,N,Y,Every other day,184.0,71.1,-2,0,0,31.0,35.0,32.0,0,-2,1,28.0,32.0,29.0
Rb4392hx,F,1984-03-20,38,healthy,"Bogota, Colombia",Bogota,Colombia,N,N,Once per week,164.0,72.6,-2,0,0,12.0,13.0,10.0,0,0,0,10.0,11.0,8.0
jC7914Xg,F,1990-04-25,32,healthy,"Pretoria, South Africa",Pretoria,South Africa,Y,N,A couple of times per week,172.0,68.0,-2,0,0,24.0,27.0,25.0,1,0,0,23.0,26.0,24.0
Ml0016Ax,F,1985-10-26,36,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,Y,Never,170.0,72.2,-2,0,0,-4.0,-1.0,-2.0,0,-2,0,-8.0,-5.0,-6.0
ba2813Zc,F,1986-09-01,35,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,Y,Every day,170.0,72.2,-2,0,0,14.0,17.0,16.0,0,-2,1,11.0,14.0,13.0
Gt2658Da,F,1983-05-15,39,healthy,"Milan, Italy",Milan,Italy,Y,Y,Every day,174.0,72.7,-2,0,0,5.0,8.0,6.0,1,-2,1,3.0,6.0,4.0
Lo6252Xy,F,2003-02-18,19,healthy,"Guayaquil, Ecuador",Guayaquil,Ecuador,N,N,Once per week,175.0,64.3,-2,0,0,15.0,16.0,14.0,0,0,0,13.0,14.0,12.0
Df0671cy,F,1986-06-18,36,healthy,"Vancouver, Canada",Vancouver,Canada,N,N,A couple of times per week,170.0,54.9,-2,0,0,13.0,14.0,12.0,0,0,0,11.0,12.0,10.0
Gw7588sY,F,1982-11-26,39,underweight,"Surat, India",Surat,India,Y,Y,Never,174.0,54.5,-2,0,-1,23.0,27.0,25.0,1,-2,0,19.0,23.0,21.0
GH3195jz,F,2001-09-17,20,healthy,"Venice, Italy",Venice,Italy,N,N,A couple of times per week,168.0,59.3,-2,0,0,28.0,32.0,29.0,0,0,0,26.0,30.0,27.0
At6537lG,F,1996-04-25,26,healthy,"Alexandria, Egypt",Alexandria,Egypt,Y,Y,1 or 2 times per month,157.0,49.3,-2,0,0,-3.0,1.0,0.0,1,-2,0,-6.0,-2.0,-3.0
aH1861yS,F,1997-10-13,24,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,A couple of times per week,175.0,58.2,-2,0,0,35.0,36.0,35.0,0,-2,0,31.0,32.0,31.0
VS8542rJ,F,2006-05-03,16,healthy,"Toronto, Canada",Toronto,Canada,Y,N,Every day,171.0,58.5,-2,0,0,26.0,28.0,25.0,1,0,1,26.0,28.0,25.0
zz3458Lk,F,1984-07-05,38,healthy,"Taipei, Taiwan",Taipei,Taiwan,N,N,Every other day,171.0,67.3,-2,0,0,21.0,23.0,22.0,0,0,1,20.0,22.0,21.0
Hv3346uh,F,2006-07-01,16,healthy,"Douala, Cameroon",Douala,Cameroon,Y,N,Once per week,179.0,60.9,-2,0,0,6.0,7.0,5.0,1,0,0,5.0,6.0,4.0
gG3705ml,F,2004-09-15,17,underweight,"Venice, Italy",Venice,Italy,N,Y,Never,166.0,44.1,-2,0,-1,27.0,30.0,29.0,0,-2,0,22.0,25.0,24.0
bE6173hI,F,1989-02-09,33,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,Every day,168.0,84.7,-2,0,0,-3.0,1.0,-2.0,0,-2,1,-6.0,-2.0,-5.0
sj8892QB,F,1995-07-02,27,healthy,"Munich, Germany",Munich,Germany,N,N,Once per week,175.0,70.4,-2,0,0,6.0,9.0,6.0,0,0,0,4.0,7.0,4.0
ae0651NI,F,1999-07-20,23,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,Y,Y,A couple of times per week,175.0,82.7,-2,0,0,33.0,34.0,32.0,1,-2,0,30.0,31.0,29.0
vM9749Xz,F,1994-10-08,27,underweight,"Frankfurt, Germany",Frankfurt,Germany,N,N,A couple of times per week,170.0,49.1,-2,0,-1,24.0,28.0,27.0,0,0,0,21.0,25.0,24.0
EI2793Nq,F,1991-11-15,30,healthy,"Otavalo, Ecuador",Otavalo,Ecuador,N,Y,A couple of times per week,165.0,79.0,-2,0,0,6.0,7.0,4.0,0,-2,0,2.0,3.0,0.0
vm3677mE,F,2002-01-27,20,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,N,N,A couple of times per week,174.0,57.5,-2,0,0,-2.0,1.0,-2.0,0,0,0,-4.0,-1.0,-4.0
Xq7057av,F,2003-09-03,18,healthy,"Tehran, Iran",Tehran,Iran,N,N,Once per week,173.0,95.8,-2,0,0,31.0,34.0,31.0,0,0,0,29.0,32.0,29.0
tj1291Br,F,1986-07-03,36,healthy,"Aleppo, Syria",Aleppo,Syria,Y,N,Never,175.0,79.6,-2,0,0,33.0,35.0,32.0,1,0,0,32.0,34.0,31.0
um3919iQ,F,1987-09-22,34,healthy,"Mogadishu, Somalia",Mogadishu,Somalia,N,Y,A couple of times per week,174.0,72.7,-2,0,0,9.0,13.0,11.0,0,-2,0,5.0,9.0,7.0
Xy0797Kf,F,1993-04-27,29,healthy,"Vancouver, Canada",Vancouver,Canada,N,N,Once per week,174.0,57.5,-2,0,0,10.0,13.0,12.0,0,0,0,8.0,11.0,10.0
dw1779yf,F,1997-08-18,24,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,A couple of times per week,166.0,60.6,-2,0,0,-1.0,1.0,-2.0,0,-2,0,-5.0,-3.0,-6.0
Ht2125Hf,F,1991-01-24,31,healthy,"Osaka, Japan",Osaka,Japan,N,Y,Every other day,174.0,84.8,-2,0,0,26.0,29.0,28.0,0,-2,1,23.0,26.0,25.0
rC4721UF,F,2002-08-14,19,healthy,"Quito, Ecuador",Quito,Ecuador,N,N,A couple of times per week,169.0,80.0,-2,0,0,29.0,30.0,29.0,0,0,0,27.0,28.0,27.0
er9716TW,F,1992-12-23,29,healthy,"San Francisco, United States",San Francisco,United States,N,Y,A couple of times per week,172.0,65.1,-2,0,0,14.0,17.0,14.0,0,-2,0,10.0,13.0,10.0
fM3913KS,F,2005-07-09,17,healthy,"London, United Kingdom",London,United Kingdom,Y,Y,A couple of times per week,169.0,68.5,-2,0,0,36.0,37.0,36.0,1,-2,0,33.0,34.0,33.0
KD2138XX,F,2005-06-30,17,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,A couple of times per week,166.0,66.1,-2,0,0,2.0,5.0,2.0,0,-2,0,-2.0,1.0,-2.0
Ux0260PX,F,1993-09-21,28,healthy,"Dakar, Senegal",Dakar,Senegal,N,Y,Every other day,171.0,61.4,-2,0,0,3.0,5.0,4.0,0,-2,1,0.0,2.0,1.0
Lj9034kw,F,2003-08-25,18,healthy,"Bengaluru, India",Bengaluru,India,Y,N,Never,167.0,78.1,-2,0,0,27.0,31.0,28.0,1,0,0,26.0,30.0,27.0
PL5107py,F,1984-03-07,38,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,Y,N,A couple of times per week,173.0,71.8,-2,0,0,-2.0,-1.0,-2.0,1,0,0,-3.0,-2.0,-3.0
RR9735Cp,F,2004-11-17,17,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,N,N,Every other day,169.0,60.0,-2,0,0,5.0,9.0,7.0,0,0,1,4.0,8.0,6.0
el9301Km,F,1995-04-08,27,underweight,"Guayaquil, Ecuador",Guayaquil,Ecuador,Y,Y,Every day,174.0,48.4,-2,0,-1,1.0,4.0,2.0,1,-2,1,-2.0,1.0,-1.0
FV1414wz,F,1996-01-04,26,healthy,"Casablanca, Morocco",Casablanca,Morocco,Y,Y,1 or 2 times per month,161.0,51.8,-2,0,0,30.0,34.0,33.0,1,-2,0,27.0,31.0,30.0
