user,gender,dob,age,bmi,currentlocation,currentcity,currentcountry,sweats,coldhf,exercise,genscore,height_cm,weight_kg,agescore,bmiscore,sweatscore,coldhfscore,exercisescore,dob.1,height_cm.1,weight_kg.1
Nv5186or,F,1989-04-30,33,healthy,"Algiers, Algeria",Algiers,Algeria,N,N,A couple of times per week,-2,168.0,62.1,0,0,0,0,0,1989-04-30,168.0,62.1
Fb4582hR,F,1985-05-03,37,healthy,"Brisbane, Australia",Brisbane,Australia,Y,Y,A couple of times per week,-2,175.0,76.6,0,0,1,-2,0,1985-05-03,175.0,76.6
yN1818Aq,F,1985-11-30,36,healthy,"Lahore, Pakistan",Lahore,Pakistan,N,Y,A couple of times per week,-2,171.0,58.5,0,0,0,-2,0,1985-11-30,171.0,58.5
UX6834lS,F,1994-09-06,27,healthy,"Madrid, Spain",Madrid,Spain,Y,Y,Every day,-2,173.0,71.8,0,0,1,-2,1,1994-09-06,173.0,71.8
cH5827Yl,F,2004-03-14,18,healthy,"Darwin, Australia",Darwin,Australia,N,N,Every day,-2,175.0,76.6,0,0,0,0,1,2004-03-14,175.0,76.6
cn9827Ke,F,2006-09-25,15,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,Once per week,-2,174.0,57.5,0,0,0,-2,0,2006-09-25,174.0,57.5
DK3963Sa,F,1988-12-04,33,healthy,"Kinshasa, Republic of the Congo",Kinshasa,Republic of the Congo,Y,N,A couple of times per week,-2,173.0,68.8,0,0,1,0,0,1988-12-04,173.0,68.8
sq1416nV,F,1990-03-12,32,healthy,"Kyoto, Japan",Kyoto,Japan,N,Y,Never,-2,170.0,86.7,0,0,0,-2,0,1990-03-12,170.0,86.7
Vt6305Yx,F,1992-09-12,29,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,N,Never,-2,175.0,67.4,0,0,0,0,0,1992-09-12,175.0,67.4
OY5192Cd,F,1988-09-19,33,healthy,"Karachi, Pakistan",Karachi,Pakistan,N,Y,Never,-2,167.0,61.4,0,0,0,-2,0,1988-09-19,167.0,61.4
WR7854AF,F,2002-09-13,19,healthy,"Ankara, Turkey",Ankara,Turkey,N,N,A couple of times per week,-2,159.0,50.6,0,0,0,0,0,2002-09-13,159.0,50.6
TJ3324nR,F,1990-01-20,32,healthy,"Bengaluru, India",Bengaluru,India,N,Y,Never,-2,173.0,65.8,0,0,0,-2,0,1990-01-20,173.0,65.8
CL5665Aa,F,1990-02-12,32,healthy,"Manila, Philippines",Manila,Philippines,N,Y,Never,-2,164.0,64.6,0,0,0,-2,0,1990-02-12,164.0,64.6
Nm5571xw,F,1991-11-25,30,underweight,"Lubumbashi, Republic of the Congo",Lubumbashi,Republic of the Congo,Y,N,Never,-2,164.0,43.0,0,-1,1,0,0,1991-11-25,164.0,43.0
EB7246Df,F,1983-11-15,38,healthy,"Lima, Peru",Lima,Peru,N,N,Never,-2,155.0,55.3,0,0,0,0,0,1983-11-15,155.0,55.3
Zm4277Cu,F,2003-01-02,19,healthy,"Kaduna, Nigeria",Kaduna,Nigeria,N,N,Every day,-2,170.0,98.3,0,0,0,0,1,2003-01-02,170.0,98.3
mX0423rv,F,1994-08-28,27,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,Y,Never,-2,170.0,54.9,0,0,0,-2,0,1994-08-28,170.0,54.9
kP3824HR,F,2002-03-04,20,healthy,"Beirut, Lebanon",Beirut,Lebanon,Y,N,1 or 2 times per month,-2,175.0,58.2,0,0,1,0,0,2002-03-04,175.0,58.2
bD8868aE,F,1996-04-08,26,healthy,"Giza, Egypt",Giza,Egypt,Y,N,Every other day,-2,173.0,71.8,0,0,1,0,1,1996-04-08,173.0,71.8
pN5431Xj,F,1984-07-26,38,healthy,"Lisbon, Portugal",Lisbon,Portugal,N,Y,Once per week,-2,171.0,64.3,0,0,0,-2,0,1984-07-26,171.0,64.3
KN0431dY,F,1989-07-05,33,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,Y,N,A couple of times per week,-2,157.0,69.0,0,0,1,0,0,1989-07-05,157.0,69.0
OY4273xM,F,1999-03-16,23,healthy,"Bangkok, Thailand",Bangkok,Thailand,Y,N,Every other day,-2,173.0,77.8,0,0,1,0,1,1999-03-16,173.0,77.8
zj9058JH,F,2005-08-17,16,healthy,"Aleppo, Syria",Aleppo,Syria,N,Y,A couple of times per week,-2,173.0,65.8,0,0,0,-2,0,2005-08-17,173.0,65.8
EG2237SG,F,2000-03-23,22,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,Y,Y,Once per week,-2,171.0,70.2,0,0,1,-2,0,2000-03-23,171.0,70.2
TS4536iH,F,1998-02-20,24,underweight,"Istanbul, Turkey",Istanbul,Turkey,Y,Y,Every day,-2,164.0,40.3,0,-1,1,-2,1,1998-02-20,164.0,40.3
Hu7504Ux,F,1983-05-27,39,healthy,"Benin City, Nigeria",Benin City,Nigeria,N,Y,A couple of times per week,-2,169.0,74.3,0,0,0,-2,0,1983-05-27,169.0,74.3
WD4388kA,F,1992-08-08,30,healthy,"Dakar, Senegal",Dakar,Senegal,N,Y,Every day,-2,173.0,59.9,0,0,0,-2,1,1992-08-08,173.0,59.9
iS7753Fc,F,1992-08-25,29,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,1 or 2 times per month,-2,173.0,65.8,0,0,0,-2,0,1992-08-25,173.0,65.8
uI6296iX,F,1988-09-11,33,healthy,"Bangkok, Thailand",Bangkok,Thailand,Y,N,Every other day,-2,168.0,70.6,0,0,1,0,1,1988-09-11,168.0,70.6
so6766Nl,F,1993-06-30,29,healthy,"Port Harcourt, Nigeria",Port Harcourt,Nigeria,N,N,Every other day,-2,164.0,80.7,0,0,0,0,1,1993-06-30,164.0,80.7
cj3309xn,F,1999-12-11,22,healthy,"Potosi, Bolivia",Potosi,Bolivia,N,N,A couple of times per week,-2,179.0,70.5,0,0,0,0,0,1999-12-11,179.0,70.5
wf1635Ey,F,1984-06-09,38,healthy,"Melbourne, Australia",Melbourne,Australia,N,Y,Never,-2,175.0,61.2,0,0,0,-2,0,1984-06-09,175.0,61.2
Lp4978OM,F,1991-02-28,31,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,N,Never,-2,174.0,63.6,0,0,0,0,0,1991-02-28,174.0,63.6
vc1537Dj,F,1994-02-05,28,healthy,"Las Vegas, United States",Las Vegas,United States,N,N,Never,-2,173.0,74.8,0,0,0,0,0,1994-02-05,173.0,74.8
NG7201jK,F,1989-07-06,33,healthy,"Dublin, Ireland",Dublin,Ireland,Y,N,Every day,-2,169.0,54.3,0,0,1,0,1,1989-07-06,169.0,54.3
EQ1134qd,F,1990-05-19,32,healthy,"Heraklion, Greece",Heraklion,Greece,N,N,A couple of times per week,-2,171.0,81.9,0,0,0,0,0,1990-05-19,171.0,81.9
nR4117iX,F,1990-04-21,32,healthy,"Potosi, Bolivia",Potosi,Bolivia,N,N,1 or 2 times per month,-2,164.0,53.8,0,0,0,0,0,1990-04-21,164.0,53.8
bO4070ar,F,1985-01-12,37,healthy,"Miami, United States",Miami,United States,Y,N,A couple of times per week,-2,174.0,75.7,0,0,1,0,0,1985-01-12,174.0,75.7
tp4143ee,F,1983-05-01,39,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,N,Y,Every day,-2,171.0,61.4,0,0,0,-2,1,1983-05-01,171.0,61.4
Qi8096uv,F,2005-01-03,17,healthy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,Y,Y,A couple of times per week,-2,175.0,79.6,0,0,1,-2,0,2005-01-03,175.0,79.6
At1574on,F,1998-06-03,24,healthy,"Seoul, South Korea",Seoul,South Korea,N,Y,A couple of times per week,-2,178.0,82.4,0,0,0,-2,0,1998-06-03,178.0,82.4
xJ3179zI,F,1985-10-30,36,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,N,Y,A couple of times per week,-2,173.0,59.9,0,0,0,-2,0,1985-10-30,173.0,59.9
wz1616HB,F,1988-04-18,34,healthy,"Pyongyang, North Korea",Pyongyang,North Korea,N,Y,A couple of times per week,-2,167.0,55.8,0,0,0,-2,0,1988-04-18,167.0,55.8
jY9898pZ,F,1997-03-19,25,healthy,"Barcelona, Spain",Barcelona,Spain,N,Y,Every day,-2,167.0,58.6,0,0,0,-2,1,1997-03-19,167.0,58.6
UH3271VZ,F,1987-11-16,34,healthy,"Berlin, Germany",Berlin,Germany,N,Y,Every other day,-2,175.0,61.2,0,0,0,-2,1,1987-11-16,175.0,61.2
YJ6649Tg,F,1996-04-24,26,healthy,"Osaka, Japan",Osaka,Japan,N,N,Once per week,-2,172.0,56.2,0,0,0,0,0,1996-04-24,172.0,56.2
ib7228rs,F,1982-10-23,39,healthy,"Hyderabad, India",Hyderabad,India,N,N,Every day,-2,174.0,72.7,0,0,0,0,1,1982-10-23,174.0,72.7
Zh8090Uv,F,2001-01-21,21,healthy,"Phnom Penh, Cambodia",Phnom Penh,Cambodia,N,N,A couple of times per week,-2,175.0,70.4,0,0,0,0,0,2001-01-21,175.0,70.4
Vf0172BN,F,1994-12-29,27,healthy,"Florence, Italy",Florence,Italy,N,Y,Every day,-2,156.0,68.1,0,0,0,-2,1,1994-12-29,156.0,68.1
Dh0920jW,F,1990-06-17,32,healthy,"Colonia del Sacramento, Uruguay",Colonia del Sacramento,Uruguay,N,N,Every other day,-2,161.0,80.4,0,0,0,0,1,1990-06-17,161.0,80.4
wY4034RH,F,1994-11-09,27,healthy,"Lisbon, Portugal",Lisbon,Portugal,N,Y,Every other day,-2,170.0,57.8,0,0,0,-2,1,1994-11-09,170.0,57.8
Tt3926hJ,F,2006-06-16,16,healthy,"Lisbon, Portugal",Lisbon,Portugal,Y,N,1 or 2 times per month,-2,169.0,85.7,0,0,1,0,0,2006-06-16,169.0,85.7
RE0896qD,F,1984-06-24,38,healthy,"Ankara, Turkey",Ankara,Turkey,N,N,A couple of times per week,-2,173.0,59.9,0,0,0,0,0,1984-06-24,173.0,59.9
nR5618bB,F,1999-12-18,22,healthy,"Los Angeles, United States",Los Angeles,United States,N,Y,A couple of times per week,-2,174.0,63.6,0,0,0,-2,0,1999-12-18,174.0,63.6
yM9010or,F,1996-11-13,25,healthy,"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,Y,N,A couple of times per week,-2,173.0,56.9,0,0,1,0,0,1996-11-13,173.0,56.9
mc7039ot,F,1989-07-09,33,healthy,"Dublin, Ireland",Dublin,Ireland,N,Y,A couple of times per week,-2,172.0,71.0,0,0,0,-2,0,1989-07-09,172.0,71.0
Li0113Zt,F,1984-02-23,38,healthy,"Honolulu, United States",Honolulu,United States,N,N,A couple of times per week,-2,171.0,64.3,0,0,0,0,0,1984-02-23,171.0,64.3
vP4601QP,F,2005-06-12,17,healthy,"Prague, Czech Republic",Prague,Czech Republic,N,N,1 or 2 times per month,-2,173.0,95.8,0,0,0,0,0,2005-06-12,173.0,95.8
fp2598el,F,1983-08-29,38,healthy,"Otavalo, Ecuador",Otavalo,Ecuador,N,N,A couple of times per week,-2,176.0,62.0,0,0,0,0,0,1983-08-29,176.0,62.0
oo9351Fi,F,1984-04-14,38,healthy,"Amsterdam, Netherlands",Amsterdam,Netherlands,Y,Y,Every other day,-2,162.0,52.5,0,0,1,-2,1,1984-04-14,162.0,52.5
Yf2409MN,F,1987-05-28,35,healthy,"Paris, France",Paris,France,N,Y,1 or 2 times per month,-2,170.0,57.8,0,0,0,-2,0,1987-05-28,170.0,57.8
Cg4336Mo,F,1999-05-01,23,healthy,"Athens, Greece",Athens,Greece,Y,N,A couple of times per week,-2,168.0,62.1,0,0,1,0,0,1999-05-01,168.0,62.1
nc3744ZX,F,2003-10-17,18,healthy,"London, United Kingdom",London,United Kingdom,Y,Y,Once per week,-2,168.0,53.6,0,0,1,-2,0,2003-10-17,168.0,53.6
Pl1629wA,F,1983-02-16,39,healthy,"Madrid, Spain",Madrid,Spain,N,Y,Once per week,-2,176.0,71.2,0,0,0,-2,0,1983-02-16,176.0,71.2
Xo4840Yn,F,2002-07-23,20,healthy,"Canberra, Australia",Canberra,Australia,N,Y,A couple of times per week,-2,163.0,63.8,0,0,0,-2,0,2002-07-23,163.0,63.8
My7034zg,F,2003-12-07,18,healthy,"Singapore, Singapore",Singapore,Singapore,Y,Y,Every day,-2,170.0,57.8,0,0,1,-2,1,2003-12-07,170.0,57.8
nk0857CA,F,1986-07-03,36,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,N,Y,1 or 2 times per month,-2,181.0,68.8,0,0,0,-2,0,1986-07-03,181.0,68.8
uv2071KZ,F,1990-08-24,31,healthy,"Perth, Australia",Perth,Australia,N,N,A couple of times per week,-2,171.0,67.3,0,0,0,0,0,1990-08-24,171.0,67.3
YZ1788bf,F,1985-05-13,37,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,N,Once per week,-2,171.0,58.5,0,0,0,0,0,1985-05-13,171.0,58.5
sb3245Js,F,1999-08-31,22,healthy,"Christchurch, New Zealand",Christchurch,New Zealand,N,Y,A couple of times per week,-2,166.0,66.1,0,0,0,-2,0,1999-08-31,166.0,66.1
NT9696GC,F,1996-01-24,26,healthy,"Orlando, United States",Orlando,United States,N,N,Every other day,-2,168.0,84.7,0,0,0,0,1,1996-01-24,168.0,84.7
LA6771GB,F,2005-11-14,16,healthy,"Yangon, Myanmar",Yangon,Myanmar,Y,N,Every other day,-2,176.0,68.1,0,0,1,0,1,2005-11-14,176.0,68.1
Wf3354nV,F,2003-02-07,19,healthy,"Vienna, Austria",Vienna,Austria,N,Y,Never,-2,176.0,80.5,0,0,0,-2,0,2003-02-07,176.0,80.5
iG6147WG,F,1996-07-02,26,healthy,"Cape Town, South Africa",Cape Town,South Africa,Y,N,A couple of times per week,-2,172.0,76.9,0,0,1,0,0,1996-07-02,172.0,76.9
OG4005Kx,F,1998-12-28,23,healthy,"Bangkok, Thailand",Bangkok,Thailand,Y,Y,Never,-2,170.0,78.0,0,0,1,-2,0,1998-12-28,170.0,78.0
iL1812tV,F,2005-02-27,17,healthy,"Jakarta, Indonesia",Jakarta,Indonesia,Y,Y,A couple of times per week,-2,157.0,54.2,0,0,1,-2,0,2005-02-27,157.0,54.2
pJ1204hV,F,1991-08-08,31,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,A couple of times per week,-2,169.0,68.5,0,0,0,-2,0,1991-08-08,169.0,68.5
FV5866SB,F,1995-05-01,27,healthy,"Harare, Zimbabwe",Harare,Zimbabwe,N,N,Every other day,-2,169.0,62.8,0,0,0,0,1,1995-05-01,169.0,62.8
te2911cb,F,1990-07-09,32,healthy,"Ankara, Turkey",Ankara,Turkey,N,Y,Once per week,-2,169.0,71.4,0,0,0,-2,0,1990-07-09,169.0,71.4
rP5451ki,F,2002-09-19,19,healthy,"Brazzaville, DR Congo",Brazzaville,DR Congo,Y,Y,A couple of times per week,-2,170.0,54.9,0,0,1,-2,0,2002-09-19,170.0,54.9
DU1687nw,F,2001-02-21,21,healthy,"Dakar, Senegal",Dakar,Senegal,N,Y,A couple of times per week,-2,164.0,59.2,0,0,0,-2,0,2001-02-21,164.0,59.2
TY4366yL,F,1983-06-25,39,healthy,"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,Y,Y,Every other day,-2,173.0,95.8,0,0,1,-2,1,1983-06-25,173.0,95.8
yW0759Xm,F,1985-04-07,37,healthy,"Jakarta, Indonesia",Jakarta,Indonesia,N,Y,Every other day,-2,184.0,71.1,0,0,0,-2,1,1985-04-07,184.0,71.1
Rb4392hx,F,1984-03-20,38,healthy,"Bogota, Colombia",Bogota,Colombia,N,N,Once per week,-2,164.0,72.6,0,0,0,0,0,1984-03-20,164.0,72.6
jC7914Xg,F,1990-04-25,32,healthy,"Pretoria, South Africa",Pretoria,South Africa,Y,N,A couple of times per week,-2,172.0,68.0,0,0,1,0,0,1990-04-25,172.0,68.0
Ml0016Ax,F,1985-10-26,36,healthy,"La Paz, Bolivia",La Paz,Bolivia,N,Y,Never,-2,170.0,72.2,0,0,0,-2,0,1985-10-26,170.0,72.2
ba2813Zc,F,1986-09-01,35,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,Y,Every day,-2,170.0,72.2,0,0,0,-2,1,1986-09-01,170.0,72.2
Gt2658Da,F,1983-05-15,39,healthy,"Milan, Italy",Milan,Italy,Y,Y,Every day,-2,174.0,72.7,0,0,1,-2,1,1983-05-15,174.0,72.7
Lo6252Xy,F,2003-02-18,19,healthy,"Guayaquil, Ecuador",Guayaquil,Ecuador,N,N,Once per week,-2,175.0,64.3,0,0,0,0,0,2003-02-18,175.0,64.3
Df0671cy,F,1986-06-18,36,healthy,"Vancouver, Canada",Vancouver,Canada,N,N,A couple of times per week,-2,170.0,54.9,0,0,0,0,0,1986-06-18,170.0,54.9
Gw7588sY,F,1982-11-26,39,underweight,"Surat, India",Surat,India,Y,Y,Never,-2,174.0,54.5,0,-1,1,-2,0,1982-11-26,174.0,54.5
GH3195jz,F,2001-09-17,20,healthy,"Venice, Italy",Venice,Italy,N,N,A couple of times per week,-2,168.0,59.3,0,0,0,0,0,2001-09-17,168.0,59.3
At6537lG,F,1996-04-25,26,healthy,"Alexandria, Egypt",Alexandria,Egypt,Y,Y,1 or 2 times per month,-2,157.0,49.3,0,0,1,-2,0,1996-04-25,157.0,49.3
aH1861yS,F,1997-10-13,24,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,A couple of times per week,-2,175.0,58.2,0,0,0,-2,0,1997-10-13,175.0,58.2
VS8542rJ,F,2006-05-03,16,healthy,"Toronto, Canada",Toronto,Canada,Y,N,Every day,-2,171.0,58.5,0,0,1,0,1,2006-05-03,171.0,58.5
zz3458Lk,F,1984-07-05,38,healthy,"Taipei, Taiwan",Taipei,Taiwan,N,N,Every other day,-2,171.0,67.3,0,0,0,0,1,1984-07-05,171.0,67.3
Hv3346uh,F,2006-07-01,16,healthy,"Douala, Cameroon",Douala,Cameroon,Y,N,Once per week,-2,179.0,60.9,0,0,1,0,0,2006-07-01,179.0,60.9
gG3705ml,F,2004-09-15,17,underweight,"Venice, Italy",Venice,Italy,N,Y,Never,-2,166.0,44.1,0,-1,0,-2,0,2004-09-15,166.0,44.1
bE6173hI,F,1989-02-09,33,healthy,"Quito, Ecuador",Quito,Ecuador,N,Y,Every day,-2,168.0,84.7,0,0,0,-2,1,1989-02-09,168.0,84.7
sj8892QB,F,1995-07-02,27,healthy,"Munich, Germany",Munich,Germany,N,N,Once per week,-2,175.0,70.4,0,0,0,0,0,1995-07-02,175.0,70.4
ae0651NI,F,1999-07-20,23,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,Y,Y,A couple of times per week,-2,175.0,82.7,0,0,1,-2,0,1999-07-20,175.0,82.7
vM9749Xz,F,1994-10-08,27,underweight,"Frankfurt, Germany",Frankfurt,Germany,N,N,A couple of times per week,-2,170.0,49.1,0,-1,0,0,0,1994-10-08,170.0,49.1
EI2793Nq,F,1991-11-15,30,healthy,"Otavalo, Ecuador",Otavalo,Ecuador,N,Y,A couple of times per week,-2,165.0,79.0,0,0,0,-2,0,1991-11-15,165.0,79.0
vm3677mE,F,2002-01-27,20,healthy,"Antananarivo, Madagascar",Antananarivo,Madagascar,N,N,A couple of times per week,-2,174.0,57.5,0,0,0,0,0,2002-01-27,174.0,57.5
Xq7057av,F,2003-09-03,18,healthy,"Tehran, Iran",Tehran,Iran,N,N,Once per week,-2,173.0,95.8,0,0,0,0,0,2003-09-03,173.0,95.8
tj1291Br,F,1986-07-03,36,healthy,"Aleppo, Syria",Aleppo,Syria,Y,N,Never,-2,175.0,79.6,0,0,1,0,0,1986-07-03,175.0,79.6
um3919iQ,F,1987-09-22,34,healthy,"Mogadishu, Somalia",Mogadishu,Somalia,N,Y,A couple of times per week,-2,174.0,72.7,0,0,0,-2,0,1987-09-22,174.0,72.7
Xy0797Kf,F,1993-04-27,29,healthy,"Vancouver, Canada",Vancouver,Canada,N,N,Once per week,-2,174.0,57.5,0,0,0,0,0,1993-04-27,174.0,57.5
dw1779yf,F,1997-08-18,24,healthy,"Cartagena, Colombia",Cartagena,Colombia,N,Y,A couple of times per week,-2,166.0,60.6,0,0,0,-2,0,1997-08-18,166.0,60.6
Ht2125Hf,F,1991-01-24,31,healthy,"Osaka, Japan",Osaka,Japan,N,Y,Every other day,-2,174.0,84.8,0,0,0,-2,1,1991-01-24,174.0,84.8
rC4721UF,F,2002-08-14,19,healthy,"Quito, Ecuador",Quito,Ecuador,N,N,A couple of times per week,-2,169.0,80.0,0,0,0,0,0,2002-08-14,169.0,80.0
er9716TW,F,1992-12-23,29,healthy,"San Francisco, United States",San Francisco,United States,N,Y,A couple of times per week,-2,172.0,65.1,0,0,0,-2,0,1992-12-23,172.0,65.1
fM3913KS,F,2005-07-09,17,healthy,"London, United Kingdom",London,United Kingdom,Y,Y,A couple of times per week,-2,169.0,68.5,0,0,1,-2,0,2005-07-09,169.0,68.5
KD2138XX,F,2005-06-30,17,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,A couple of times per week,-2,166.0,66.1,0,0,0,-2,0,2005-06-30,166.0,66.1
Ux0260PX,F,1993-09-21,28,healthy,"Dakar, Senegal",Dakar,Senegal,N,Y,Every other day,-2,171.0,61.4,0,0,0,-2,1,1993-09-21,171.0,61.4
Lj9034kw,F,2003-08-25,18,healthy,"Bengaluru, India",Bengaluru,India,Y,N,Never,-2,167.0,78.1,0,0,1,0,0,2003-08-25,167.0,78.1
PL5107py,F,1984-03-07,38,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,Y,N,A couple of times per week,-2,173.0,71.8,0,0,1,0,0,1984-03-07,173.0,71.8
RR9735Cp,F,2004-11-17,17,healthy,"Yaounde, Cameroon",Yaounde,Cameroon,N,N,Every other day,-2,169.0,60.0,0,0,0,0,1,2004-11-17,169.0,60.0
el9301Km,F,1995-04-08,27,underweight,"Guayaquil, Ecuador",Guayaquil,Ecuador,Y,Y,Every day,-2,174.0,48.4,0,-1,1,-2,1,1995-04-08,174.0,48.4
FV1414wz,F,1996-01-04,26,healthy,"Casablanca, Morocco",Casablanca,Morocco,Y,Y,1 or 2 times per month,-2,161.0,51.8,0,0,1,-2,0,1996-01-04,161.0,51.8
kR7383xD,F,1995-12-31,26,healthy,"Chattogram, Bangladesh",Chattogram,Bangladesh,Y,N,Every day,-2,168.0,64.9,0,0,1,0,1,1995-12-31,168.0,64.9
kT6778iV,F,1986-12-02,35,healthy,"Saint Petersburg, Russia",Saint Petersburg,Russia,Y,N,Every day,-2,170.0,57.8,0,0,1,0,1,1986-12-02,170.0,57.8
te0046EK,F,1988-08-04,34,healthy,"Kano, Nigeria",Kano,Nigeria,N,N,A couple of times per week,-2,167.0,55.8,0,0,0,0,0,1988-08-04,167.0,55.8
rT4746IO,F,1985-06-25,37,healthy,"Quito, Ecuador",Quito,Ecuador,Y,N,A couple of times per week,-2,162.0,49.9,0,0,1,0,0,1985-06-25,162.0,49.9
VU4813yM,F,1996-05-21,26,healthy,"Guayaquil, Ecuador",Guayaquil,Ecuador,N,N,Never,-2,164.0,69.9,0,0,0,0,0,1996-05-21,164.0,69.9
RM0447Bs,F,1997-01-16,25,healthy,"Durban, South Africa",Durban,South Africa,Y,N,Every day,-2,155.0,55.3,0,0,1,0,1,1997-01-16,155.0,55.3
vj0755jI,F,2003-11-06,18,healthy,"Busan, South Korea",Busan,South Korea,N,Y,A couple of times per week,-2,175.0,70.4,0,0,0,-2,0,2003-11-06,175.0,70.4
vz3298nC,F,1994-04-16,28,healthy,"Durban, South Africa",Durban,South Africa,Y,Y,Once per week,-2,175.0,61.2,0,0,1,-2,0,1994-04-16,175.0,61.2
KM6336DE,F,1995-10-12,26,healthy,"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,N,N,Every other day,-2,171.0,64.3,0,0,0,0,1,1995-10-12,171.0,64.3
JH4365Ng,F,1986-02-02,36,healthy,"Copenhagen, Denmark",Copenhagen,Denmark,N,Y,Never,-2,166.0,60.6,0,0,0,-2,0,1986-02-02,166.0,60.6
uG5179Td,F,2002-08-06,20,healthy,"Aleppo, Syria",Aleppo,Syria,Y,Y,1 or 2 times per month,-2,172.0,56.2,0,0,1,-2,0,2002-08-06,172.0,56.2
qh1274cU,F,1993-11-14,28,healthy,"Surat, India",Surat,India,N,Y,Every day,-2,167.0,55.8,0,0,0,-2,1,1993-11-14,167.0,55.8
pZ5566QG,F,2001-01-12,21,healthy,"Rome, Italy",Rome,Italy,N,Y,1 or 2 times per month,-2,173.0,56.9,0,0,0,-2,0,2001-01-12,173.0,56.9
fE1954Qk,F,1987-08-22,34,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,N,A couple of times per week,-2,179.0,108.9,0,0,0,0,0,1987-08-22,179.0,108.9
ED1985tJ,F,2005-05-25,17,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,Y,A couple of times per week,-2,165.0,51.7,0,0,0,-2,0,2005-05-25,165.0,51.7
cs2409fb,F,2004-02-07,18,healthy,"Madrid, Spain",Madrid,Spain,N,N,Every other day,-2,175.0,67.4,0,0,0,0,1,2004-02-07,175.0,67.4
CY2389RQ,F,1999-07-16,23,healthy,"Brisbane, Australia",Brisbane,Australia,Y,N,Never,-2,156.0,48.7,0,0,1,0,0,1999-07-16,156.0,48.7
tW3351XK,F,2002-01-24,20,healthy,"Lisbon, Portugal",Lisbon,Portugal,N,Y,Every other day,-2,173.0,68.8,0,0,0,-2,1,2002-01-24,173.0,68.8
sm8523SI,F,2005-05-03,17,healthy,"Pyongyang, North Korea",Pyongyang,North Korea,N,N,Every day,-2,169.0,60.0,0,0,0,0,1,2005-05-03,169.0,60.0
ID1480MY,F,1995-05-21,27,healthy,"Valparaiso, Chile",Valparaiso,Chile,N,N,A couple of times per week,-2,170.0,54.9,0,0,0,0,0,1995-05-21,170.0,54.9
jN4951aN,F,1989-10-23,32,healthy,"Melbourne, Australia",Melbourne,Australia,N,N,Every other day,-2,168.0,56.4,0,0,0,0,1,1989-10-23,168.0,56.4
ch7084CW,F,1994-07-29,28,healthy,"Stockholm, Sweden",Stockholm,Sweden,N,N,Once per week,-2,164.0,80.7,0,0,0,0,0,1994-07-29,164.0,80.7
Yo8561aV,F,2001-09-16,20,healthy,"Kabul, Afghanistan",Kabul,Afghanistan,N,Y,Every other day,-2,171.0,67.3,0,0,0,-2,1,2001-09-16,171.0,67.3
uD9985om,F,1983-03-18,39,healthy,"Bariloche, Argentina",Bariloche,Argentina,N,N,Never,-2,169.0,65.7,0,0,0,0,0,1983-03-18,169.0,65.7
qR4215WW,F,1987-11-15,34,healthy,"Amsterdam, Netherlands",Amsterdam,Netherlands,N,Y,A couple of times per week,-2,174.0,57.5,0,0,0,-2,0,1987-11-15,174.0,57.5
DC2291GL,F,2003-08-26,18,healthy,"Mar del Plata, Argentina",Mar del Plata,Argentina,N,N,Never,-2,166.0,57.9,0,0,0,0,0,2003-08-26,166.0,57.9
rX3287Aa,F,2005-09-25,16,healthy,"Soweto, South Africa",Soweto,South Africa,N,N,A couple of times per week,-2,171.0,58.5,0,0,0,0,0,2005-09-25,171.0,58.5
RG7575Gq,F,2003-07-14,19,healthy,"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,N,N,Once per week,-2,159.0,60.7,0,0,0,0,0,2003-07-14,159.0,60.7
fW4602cY,F,1992-04-21,30,healthy,"Lagos, Nigeria",Lagos,Nigeria,N,N,Every day,-2,174.0,66.6,0,0,0,0,1,1992-04-21,174.0,66.6
jV6168Og,F,1987-09-30,34,healthy,"Prague, Czech Republic",Prague,Czech Republic,Y,Y,Never,-2,166.0,68.9,0,0,1,-2,0,1987-09-30,166.0,68.9
